Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-April-2018,163.45,168.50,160.40,163.60,164.220369022375541981,252776,3570,41510968.00,54812,21.68,8.10,0.15
11-April-2018,163.95,163.95,161.20,162.40,162.268638046632642849,119916,1265,19458606.00,14466,12.06,2.75,-1.55
10-April-2018,163.00,164.55,162.10,163.10,163.218936877076411960,45150,985,7369335.00,12511,27.71,2.45,0.10
9-April-2018,164.50,165.00,162.90,163.45,163.912854224038376121,45028,710,7380668.00,16246,36.08,2.10,-1.05
6-April-2018,162.70,166.25,160.20,163.85,163.528070437619865999,160596,1803,26261954.00,41573,25.89,6.05,1.15
5-April-2018,160.90,165.30,160.00,162.25,163.124492983425086259,168387,2177,27468044.00,38904,23.10,5.30,1.35
4-April-2018,162.20,164.40,156.90,158.20,161.086189443239334779,103725,1378,16708665.00,23104,22.27,7.50,-4.00
3-April-2018,158.70,164.00,158.40,160.80,162.132904673025223034,233596,3126,37873598.00,66654,28.53,5.60,2.10
2-April-2018,162.90,169.10,157.80,160.25,163.358788888610790304,279677,3064,45687696.00,92051,32.91,11.30,-2.65
28-March-2018,157.65,163.50,154.70,161.65,158.705021314198283409,122219,1703,19396769.00,34436,28.18,8.80,4.00
27-March-2018,150.60,158.05,149.25,156.95,154.667703263816902975,170751,2371,26409665.00,43397,25.42,8.80,6.35
26-March-2018,144.10,149.65,142.45,148.85,145.137181992844839008,120752,1327,17525605.00,46385,38.41,7.20,4.75
23-March-2018,145.00,145.00,139.00,143.45,143.062371751471277537,96005,823,13734703.00,56342,58.69,6.00,-1.55
22-March-2018,149.25,150.30,145.50,146.15,148.680825242718446601,104648,1290,15559151.00,22740,21.73,4.80,-3.10
21-March-2018,156.40,156.40,148.20,149.05,151.137413925019127773,91490,1028,13827562.00,27371,29.92,8.20,-7.35
20-March-2018,149.15,151.55,148.35,149.80,150.170024204409534842,106179,1225,15944903.00,18642,17.56,3.20,0.65
19-March-2018,160.05,160.05,148.00,149.15,151.393299782699481168,141279,1556,21388694.00,25134,17.79,12.05,-10.90
16-March-2018,155.70,155.70,151.20,152.65,153.704729780004464396,40319,511,6197221.00,12076,29.95,4.50,-3.05
15-March-2018,153.75,156.70,153.65,155.10,155.243442711913461886,55282,650,8582168.00,18537,33.53,3.05,1.35
14-March-2018,154.20,155.25,153.00,153.60,153.996399730820995962,59440,674,9153546.00,24858,41.82,2.25,-0.60
13-March-2018,154.00,156.80,153.85,155.25,155.340707118022339070,151573,1889,23545457.00,37464,24.72,2.95,1.25
12-March-2018,155.00,155.60,151.90,153.75,153.796472518457752255,73140,625,11248674.00,33605,45.95,3.70,-1.25
9-March-2018,154.60,156.90,152.20,153.30,154.687477806788511749,95750,1313,14811326.00,39421,41.17,4.70,-1.30
8-March-2018,153.00,154.80,148.00,153.60,151.984933587924570377,143498,1971,21809534.00,23466,16.35,6.80,0.60
7-March-2018,154.05,154.60,150.85,152.90,152.674797395738481150,87856,1196,13413397.00,28540,32.48,3.75,-1.15
6-March-2018,158.65,159.70,154.90,155.50,157.131254393251964981,78245,1063,12294735.00,21731,27.77,4.80,-3.15
5-March-2018,154.00,158.00,153.55,156.95,155.793764685607159220,237903,2493,37063804.00,53464,22.47,4.45,2.95
1-March-2018,150.30,155.25,150.30,153.05,153.047982479426599415,165748,1867,25367397.00,47393,28.59,4.95,2.75
28-February-2018,146.00,151.90,146.00,150.15,149.785619229665782933,289303,2192,43333429.00,108921,37.65,5.90,4.15
27-February-2018,150.00,151.60,146.10,147.80,148.359158377465340394,245098,1674,36362533.00,154145,62.89,5.50,-2.20
26-February-2018,154.30,155.95,148.00,149.40,152.719539795618104472,275269,2524,42038955.00,168982,61.39,7.95,-4.90
23-February-2018,151.00,155.70,151.00,152.95,153.799462733807209207,150391,1463,23130055.00,42579,28.31,4.70,1.95
22-February-2018,153.10,154.90,150.05,151.25,152.398065276810118441,149272,1357,22748764.00,46137,30.91,4.85,-1.85
21-February-2018,160.00,160.00,152.05,153.10,154.411138244471577804,132678,1477,20486961.00,33194,25.02,7.95,-6.90
20-February-2018,162.75,163.35,157.10,157.95,160.065632884204667146,165283,1741,26456128.00,31813,19.25,6.25,-4.80
19-February-2018,167.00,167.00,158.55,160.85,161.966340863948786099,139962,1666,22669133.00,33947,24.25,8.45,-6.15
16-February-2018,174.90,175.00,162.85,164.60,168.821317769758845273,181792,2154,30690365.00,58250,32.04,12.15,-10.30
15-February-2018,176.00,178.30,171.00,172.25,174.672491794553357580,248006,2375,43319826.00,63853,25.75,7.30,-3.75
14-February-2018,186.90,186.90,174.00,175.35,179.985414755552882084,531976,5165,95747921.00,173764,32.66,12.90,-11.55
12-February-2018,180.00,192.95,180.00,190.35,188.262998497889000918,534581,6229,100641822.00,146326,27.37,12.95,10.35
9-February-2018,174.00,180.25,172.00,176.90,176.638209645397200371,119373,1517,21085833.00,25163,21.08,8.25,2.90
8-February-2018,173.60,178.85,172.00,177.05,176.883574742252493017,165763,1588,29320752.00,39682,23.94,6.85,3.45
7-February-2018,168.00,175.35,168.00,171.55,172.826218395730258288,128345,2335,22181381.00,35145,27.38,7.35,3.55
6-February-2018,164.95,173.80,158.45,167.70,168.412863776579978703,182186,1722,30682466.00,61274,33.63,15.35,2.75
5-February-2018,170.50,179.15,168.15,175.00,174.133057453967855873,239235,2561,41658722.00,50570,21.14,11.00,4.50
2-February-2018,185.00,186.50,172.50,174.35,177.387602157708380705,523333,4119,92832786.00,169407,32.37,14.00,-10.65
1-February-2018,175.05,192.25,174.15,187.90,185.401410876440235986,865136,7184,160397435.00,242582,28.04,18.10,12.85
31-January-2018,175.00,179.50,173.00,175.20,176.242083805467455486,175621,1786,30951811.00,46257,26.34,6.50,0.20
30-January-2018,174.20,177.30,170.35,175.70,174.626548054011119936,157375,1463,27481853.00,50961,32.38,6.95,1.50
29-January-2018,179.40,181.40,174.70,177.40,178.352203305843627225,141265,2088,25194924.00,51744,36.63,6.70,-2.00
25-January-2018,175.65,183.35,174.80,179.35,180.189828880908025888,260345,1959,46911521.00,63198,24.27,8.55,3.70
24-January-2018,176.60,179.90,171.25,177.10,175.538586326767091541,392665,1459,68927859.00,228335,58.15,8.65,0.50
23-January-2018,179.00,179.75,177.00,178.15,178.594024765323972970,349844,1787,62480048.00,141257,40.38,2.75,-0.85
22-January-2018,180.20,182.75,177.45,178.10,179.338705153927469635,278118,1805,49877322.00,73868,26.56,5.30,-2.10
19-January-2018,178.35,182.50,174.55,179.50,179.222988623159722665,391585,3154,70181034.00,85069,21.72,7.95,1.15
18-January-2018,179.50,183.00,172.25,176.15,179.874107457800091094,584006,4274,105047558.00,107968,18.49,10.75,-3.35
17-January-2018,172.00,180.55,169.60,179.50,176.472872157017280677,446626,4766,78817373.00,132102,29.58,10.95,7.50
16-January-2018,176.60,176.60,166.80,173.90,171.553499097750134377,416736,8204,71492519.00,89914,21.58,9.80,-2.70
15-January-2018,177.00,181.80,174.70,176.65,178.404871701271191701,402693,2782,71842393.00,87959,21.84,7.10,-0.35
12-January-2018,169.00,179.50,169.00,176.60,175.240168662780705586,762231,6142,133573489.00,204360,26.81,10.50,7.60
11-January-2018,168.00,173.00,165.60,170.15,170.566766793189168961,598576,3849,102097173.00,176915,29.56,7.40,2.15
10-January-2018,169.65,169.65,162.35,167.90,165.935177524916727668,461738,3060,76618577.00,105537,22.86,7.30,-1.75
9-January-2018,158.00,170.70,158.00,168.15,166.063830413605201854,1053009,7809,174866708.00,242737,23.05,12.70,10.15
8-January-2018,156.30,160.00,156.00,158.60,157.614859574468085106,235000,3024,37039492.00,83397,35.49,4.00,2.30
5-January-2018,151.10,155.90,151.00,154.65,154.317187081964924797,515806,3838,79597731.00,143500,27.82,4.90,3.55
4-January-2018,149.65,152.30,148.00,150.80,150.918427048709277778,346279,2832,52259882.00,112824,32.58,4.30,1.15
3-January-2018,147.00,150.25,145.30,148.55,147.555584120658996936,233385,1734,34437260.00,48325,20.71,4.95,1.55
2-January-2018,147.70,148.25,144.05,145.10,145.959275573142901708,294909,2069,43044704.00,37143,12.59,4.20,-2.60
1-January-2018,148.40,149.75,145.80,146.80,147.525588604046042476,158723,1149,23415704.00,29614,18.66,3.95,-1.60
29-December-2017,148.00,149.25,146.10,147.05,148.011231826676380222,157855,1271,23364313.00,54184,34.33,3.15,-0.95
28-December-2017,149.00,149.75,147.00,147.55,148.131632051514601850,176416,1521,26132790.00,46518,26.37,2.75,-1.45
27-December-2017,147.30,152.95,144.75,147.90,149.383761142467194586,562712,5395,84060035.00,110244,19.59,8.20,0.60
26-December-2017,146.00,148.50,144.30,147.00,146.560944542426023907,234738,3365,34403423.00,55033,23.44,4.20,1.00
22-December-2017,145.50,146.60,143.35,145.50,145.273975948891394212,266100,2670,38657405.00,85035,31.96,3.25,0.00
21-December-2017,141.00,146.15,140.30,143.95,143.837920822340339573,284651,2500,40943608.00,88648,31.14,5.85,2.95
20-December-2017,142.00,143.50,139.65,140.45,141.592185002044837714,107588,1045,15233620.00,30749,28.58,3.85,-1.55
19-December-2017,140.25,143.00,140.00,141.20,141.462500336682198938,148508,1503,21008313.00,52478,35.34,3.00,0.95
18-December-2017,139.00,141.95,132.80,139.30,138.563467377226692711,188396,2041,26104803.00,36646,19.45,9.15,0.30
15-December-2017,131.55,142.00,130.25,138.35,137.752376039207127125,352793,3841,48598074.00,66803,18.94,11.75,6.80
14-December-2017,134.85,134.90,128.00,129.25,129.953428103870994042,171713,1626,22314693.00,96696,56.31,6.90,-5.60
13-December-2017,135.00,137.30,134.15,134.70,135.267890303753813503,60312,623,8158277.00,21733,36.03,3.15,-0.30
12-December-2017,138.00,138.20,135.65,136.35,136.898782428481551385,27021,385,3699142.00,10586,39.18,2.55,-1.65
11-December-2017,138.80,140.20,137.00,137.60,137.969695851627741086,81309,720,11218178.00,35102,43.17,3.20,-1.20
8-December-2017,138.40,140.30,138.40,138.70,139.332130042169393042,92247,700,12852971.00,29733,32.23,1.90,0.30
7-December-2017,136.00,139.20,135.85,138.20,137.975682815717762569,144219,1086,19898715.00,50102,34.74,3.35,2.20
6-December-2017,137.00,138.40,135.00,136.25,136.782813450118380707,77293,783,10572354.00,25777,33.35,3.40,-0.75
5-December-2017,136.05,137.15,134.60,135.50,135.547478951721145894,147518,1191,19995693.00,40443,27.42,2.55,-0.55
4-December-2017,142.00,143.10,135.80,136.45,138.215869057866200495,225382,2278,31151369.00,89351,39.64,7.30,-5.55
1-December-2017,143.10,145.90,141.00,141.85,143.757869545603988102,130789,976,18801948.00,45893,35.09,4.90,-1.25
30-November-2017,144.00,145.10,143.05,143.50,143.991426428035580323,65317,646,9405088.00,24978,38.24,2.05,-0.50
29-November-2017,146.00,147.95,144.55,145.45,146.606122783978988837,60920,537,8931245.00,15600,25.61,3.40,-0.55
28-November-2017,146.75,149.35,145.80,146.50,147.437287700754271640,194890,1245,28734053.00,40209,20.63,3.55,-0.25
27-November-2017,146.80,147.30,145.25,146.55,146.419094381951131758,94499,722,13836458.00,33173,35.10,2.05,-0.25
24-November-2017,145.80,147.10,144.55,144.80,145.629677539807430720,74986,650,10920187.00,23943,31.93,2.55,-1.00
23-November-2017,145.50,148.25,145.00,145.65,146.861148282673803606,125544,942,18437536.00,39994,31.86,3.25,0.15
22-November-2017,147.00,148.25,145.00,146.25,146.644171333522186630,137673,1095,20188943.00,37524,27.26,3.25,-0.75
21-November-2017,146.85,148.00,144.60,146.45,146.788049405532603031,186133,1292,27322100.00,58972,31.68,3.40,-0.40
20-November-2017,144.45,145.75,143.40,144.30,144.891157284368204880,66224,543,9595272.00,22895,34.57,2.35,-0.15
17-November-2017,145.00,147.70,143.55,144.25,145.717602523659305993,126800,1052,18476992.00,41419,32.66,4.15,-0.75
16-November-2017,145.00,146.40,144.05,144.55,145.076392153912700054,106346,921,15428294.00,35253,33.15,2.35,-0.45
15-November-2017,145.45,150.50,142.50,143.40,146.097116949620384089,315187,3018,46047912.00,59709,18.94,8.00,-2.05
14-November-2017,150.95,151.90,146.85,147.80,149.524357672458163506,143774,1358,21497715.00,30580,21.27,5.05,-3.15
13-November-2017,150.00,151.35,148.80,149.85,150.190008920606601248,175997,2000,26432991.00,61277,34.82,2.55,-0.15
10-November-2017,146.85,151.55,146.35,149.50,148.701111217338226317,135977,1088,20219931.00,43923,32.30,5.20,2.65
9-November-2017,147.75,149.20,146.50,148.15,147.899998727557291732,78589,636,11623313.00,36954,47.02,2.70,0.40
8-November-2017,148.50,149.50,145.40,146.35,147.410833459069859213,86159,777,12700770.00,30536,35.44,4.10,-2.15
7-November-2017,155.00,156.00,147.10,147.60,150.850478797343446997,233084,2278,35160833.00,78367,33.62,8.90,-7.40
6-November-2017,146.00,153.90,145.10,153.00,149.901244221470170587,319718,2598,47926126.00,139694,43.69,8.80,7.00
3-November-2017,145.30,146.80,144.05,145.45,145.991898236425732421,117999,840,17226898.00,44238,37.49,2.75,0.15
2-November-2017,147.00,148.95,144.00,145.00,146.685697342854979938,79258,632,11626015.00,38452,48.51,4.95,-2.00
1-November-2017,146.80,148.50,146.00,146.90,147.462185876608476971,108954,722,16066595.00,26560,24.38,2.50,0.10
31-October-2017,147.00,148.05,145.00,145.55,146.299521405337918496,91309,639,13358463.00,33540,36.73,3.05,-1.45
30-October-2017,146.00,148.50,146.00,147.00,147.373300249358179071,81409,657,11997513.00,29572,36.33,2.50,1.00
27-October-2017,145.15,149.00,145.15,146.05,147.477198978339711135,110017,1054,16224999.00,32406,29.46,3.85,0.90
26-October-2017,144.10,149.30,144.10,145.30,145.867630686035415120,75448,709,11005421.00,28430,37.68,5.20,1.20
25-October-2017,146.50,147.50,145.00,145.85,145.872136881533783166,76621,574,11176869.00,32854,42.88,2.50,-0.65
24-October-2017,146.45,147.50,145.00,146.05,146.509249183895538628,102928,798,15079904.00,37108,36.05,2.50,-0.40
23-October-2017,149.00,149.60,146.50,147.20,147.387232208422464161,62642,605,9232631.00,22633,36.13,3.10,-1.80
19-October-2017,149.00,150.20,148.50,149.30,149.430946123521681997,15220,216,2274339.00,9599,63.07,1.70,0.30
18-October-2017,150.00,151.45,148.60,149.00,149.760024587376736156,76462,640,11450951.00,25327,33.12,2.85,-1.00
17-October-2017,149.20,151.95,149.20,149.70,150.076220475996929052,88572,573,13292551.00,23831,26.91,2.75,0.50
16-October-2017,149.40,150.75,149.00,149.50,150.053026451220873274,80639,648,12100126.00,29063,36.04,1.75,0.10
13-October-2017,149.45,151.35,148.60,149.40,149.803234083971154271,90412,682,13544010.00,26082,28.85,2.75,-0.05
12-October-2017,151.65,151.65,148.65,149.60,150.105134392943330282,120170,934,18038134.00,26544,22.09,3.00,-2.05
11-October-2017,154.00,154.00,148.00,149.65,150.988692232055063913,164754,1061,24875991.00,53794,32.65,6.00,-4.35
10-October-2017,151.75,154.50,151.75,152.35,153.259781809676557070,119712,945,18347035.00,19183,16.02,2.75,0.60
9-October-2017,152.00,153.25,150.55,151.45,151.967795922049801515,221680,1302,33688221.00,26042,11.75,2.70,-0.55
6-October-2017,149.00,152.30,148.85,150.15,150.422963076653218733,182432,1352,27441962.00,39168,21.47,3.45,1.15
5-October-2017,148.35,149.20,147.10,148.45,148.247950073549758960,137322,912,20357705.00,27402,19.95,2.10,0.10
4-October-2017,148.50,150.50,146.00,146.90,148.342780235595117531,187610,1356,27830589.00,41365,22.05,4.50,-1.60
3-October-2017,147.90,149.50,147.00,147.85,148.160789143063278227,80391,701,11910794.00,21206,26.38,2.50,-0.05
29-September-2017,146.85,149.50,146.25,146.65,148.197731495203464204,138329,1012,20500044.00,35282,25.51,3.25,-0.20
28-September-2017,145.10,149.70,145.00,145.60,146.926234988238207255,242310,1962,35601696.00,40124,16.56,4.70,0.50
27-September-2017,150.75,150.75,141.50,143.00,146.545059486537257357,239550,1417,35104869.00,58627,24.47,9.25,-7.75
26-September-2017,149.90,152.00,147.35,148.55,149.215798769620878967,250817,1886,37425859.00,31143,12.42,4.65,-1.35
25-September-2017,153.05,157.60,148.70,150.00,150.917869117001942721,255312,1910,38531143.00,44389,17.39,8.90,-3.05
22-September-2017,156.00,160.00,151.95,155.35,156.554371968185959469,406110,2919,63578296.00,80488,19.82,8.05,-0.65
21-September-2017,159.25,159.25,152.95,155.45,155.895605024550411181,331970,2279,51752664.00,80935,24.38,6.30,-3.80
20-September-2017,155.00,165.00,155.00,157.65,159.959653531368888015,854796,7081,136732872.00,215580,25.22,10.00,2.65
19-September-2017,149.90,150.35,147.10,147.70,148.701164233605488416,126521,1060,18813820.00,32820,25.94,3.25,-2.20
18-September-2017,147.00,151.25,146.95,149.70,149.083797065061587052,325799,2660,48571352.00,91979,28.23,4.30,2.70
15-September-2017,148.00,149.75,145.65,146.50,147.503186762260447618,183415,1713,27054297.00,51511,28.08,4.10,-1.50
14-September-2017,151.15,152.75,149.10,149.55,150.629775174207120213,136906,1077,20622120.00,38879,28.40,3.65,-1.60
13-September-2017,156.90,157.20,148.90,150.10,154.444000149815673216,560689,4143,86595052.00,185100,33.01,8.30,-6.80
12-September-2017,146.00,155.75,146.00,154.00,152.054789267321378089,406795,2869,61855128.00,113432,27.88,9.75,8.00
11-September-2017,146.00,148.90,140.70,147.50,146.445036146728944158,201678,1767,29534742.00,37209,18.45,8.20,1.50
8-September-2017,147.10,149.35,143.90,145.05,145.782375762054313689,102847,781,14993280.00,42237,41.07,5.45,-2.05
7-September-2017,150.00,151.95,148.05,148.55,149.440124593408554440,123281,969,18423128.00,40009,32.45,3.90,-1.45
6-September-2017,149.00,152.00,146.85,149.70,149.987604247997954770,144727,1073,21707256.00,34385,23.76,5.15,0.70
5-September-2017,148.40,150.30,147.00,148.50,148.574886915253463844,175311,1490,26046812.00,38838,22.15,3.30,0.10
4-September-2017,149.45,149.45,144.35,147.25,146.791068188796159321,179135,1383,26295418.00,49390,27.57,5.10,-2.20
1-September-2017,148.80,150.20,146.00,148.40,148.898918817642779994,181468,1285,27020389.00,38602,21.27,4.20,-0.40
31-August-2017,144.00,148.40,143.35,147.70,146.319975734770491370,227486,1952,33285746.00,62938,27.67,5.05,3.70
30-August-2017,143.50,146.30,143.10,144.00,144.929653438473186480,175005,1274,25363414.00,35104,20.06,3.20,0.50
29-August-2017,143.60,146.90,142.75,143.65,144.689141641436870959,134431,1251,19450706.00,24871,18.50,4.15,0.05
28-August-2017,146.00,146.00,143.00,143.60,144.003466158996914593,76165,788,10968024.00,24330,31.94,3.00,-2.40
24-August-2017,143.05,144.95,141.50,143.90,143.391261605679956308,119015,1047,17065711.00,35389,29.73,3.45,0.85
23-August-2017,142.50,145.50,140.50,143.05,142.981320125693096454,229766,1753,32852246.00,49477,21.53,5.00,0.55
22-August-2017,146.10,146.10,140.20,141.05,142.241587846713958638,213144,1679,30317941.00,83751,39.29,5.90,-5.05
21-August-2017,151.40,152.90,142.60,143.80,146.383785237472674067,375559,3674,54975748.00,103911,27.67,10.30,-7.60
18-August-2017,153.90,154.20,149.40,151.40,151.842396456230511950,167731,1250,25468677.00,60368,35.99,4.80,-2.50
17-August-2017,152.00,155.05,150.45,154.20,153.671130995754272445,205854,1579,31633817.00,71689,34.83,4.60,2.20
16-August-2017,145.00,154.40,140.00,152.40,146.711584768185655442,705996,5656,103577792.00,144493,20.47,14.40,7.40
14-August-2017,147.10,153.90,147.10,151.80,151.398592837543094350,213195,1674,32277423.00,39274,18.42,6.80,4.70
11-August-2017,143.00,151.50,142.20,147.20,147.130284944425732569,371125,2935,54603727.00,64881,17.48,9.30,4.20
10-August-2017,156.90,159.95,148.00,149.30,153.924124983446159119,256738,2333,39518172.00,81013,31.55,11.95,-7.60
9-August-2017,161.50,161.55,155.50,155.95,157.226374560305956231,254154,2267,39959712.00,75049,29.53,6.05,-5.55
8-August-2017,166.90,167.10,160.00,161.15,162.074463127980624859,173831,1606,28173566.00,58554,33.68,7.10,-5.75
7-August-2017,162.90,167.90,160.00,165.70,165.344294590089407485,283757,2362,46917601.00,62061,21.87,7.90,2.80
4-August-2017,158.90,162.90,157.40,160.05,160.220351951032899770,352890,3077,56540160.00,107401,30.43,5.50,1.15
3-August-2017,170.60,170.75,161.90,163.75,166.848315406141797848,379498,2945,63318602.00,130898,34.49,8.85,-6.85
2-August-2017,163.80,170.30,162.45,169.30,168.038540717995676963,602817,5297,101296489.00,140036,23.23,7.85,5.50
1-August-2017,163.90,165.45,162.20,163.80,164.016877296402471029,198136,1663,32497648.00,58240,29.39,3.25,-0.10
31-July-2017,163.10,164.40,160.50,161.60,162.153404073725152018,338609,2340,54906602.00,91239,26.95,3.90,-1.50
28-July-2017,162.00,165.00,161.40,162.80,163.222591729761211415,171700,1688,28025319.00,53868,31.37,3.60,0.80
27-July-2017,167.00,167.00,162.30,162.80,163.894277536142759707,178874,2394,29316425.00,61558,34.41,4.70,-4.20
26-July-2017,168.00,170.80,166.35,167.10,168.790958921612470452,391325,2803,66052122.00,104290,26.65,4.45,-0.90
25-July-2017,161.30,167.55,160.45,167.00,165.466907997178562397,450834,3398,74598108.00,122681,27.21,7.10,5.70
24-July-2017,162.70,163.75,159.60,160.25,161.604530216544350819,275925,2057,44590730.00,80571,29.20,4.15,-2.45
21-July-2017,163.00,165.30,162.10,162.70,163.607999414651482447,191339,1499,31304591.00,41256,21.56,3.20,-0.30
20-July-2017,164.80,165.00,162.50,162.70,163.665265710244493837,197960,1636,32399176.00,55558,28.07,2.50,-2.10
19-July-2017,168.80,168.80,162.80,163.35,164.846810767564263336,222483,2421,36675613.00,82293,36.99,6.00,-5.45
18-July-2017,166.15,169.40,164.50,165.20,167.096857562109987864,196949,1960,32909559.00,50254,25.52,4.90,-0.95
17-July-2017,169.00,169.00,165.00,167.70,166.878352292486731952,198409,1613,33110167.00,33355,16.81,4.00,-1.30
14-July-2017,171.40,171.40,165.00,165.75,166.358072250517329586,261922,2094,43572839.00,112603,42.99,6.40,-5.65
13-July-2017,170.40,171.50,168.55,169.25,169.953095497741081165,160475,1149,27273223.00,53359,33.25,2.95,-1.15
12-July-2017,170.50,172.40,168.50,170.40,170.143395228521736771,294961,1889,50185666.00,87217,29.57,3.90,-0.10
11-July-2017,171.50,174.15,168.40,169.20,171.664696481063957304,350390,2533,60149593.00,80261,22.91,5.75,-2.30
10-July-2017,169.30,172.00,167.90,168.65,169.284841728050965558,251150,1917,42515888.00,70927,28.24,4.10,-0.65
7-July-2017,171.50,171.50,167.40,169.30,169.936263177232004069,176915,1352,30064274.00,30029,16.97,4.10,-2.20
6-July-2017,170.50,173.45,168.40,169.35,170.832141605468923094,248239,2102,42407200.00,45294,18.25,5.05,-1.15
5-July-2017,169.50,170.35,166.15,169.85,169.051116600521292150,220222,1787,37228775.00,70992,32.24,4.20,0.35
4-July-2017,170.65,171.50,165.65,166.75,168.762704583302396130,188554,1533,31820883.00,54224,28.76,5.85,-3.90
3-July-2017,161.40,170.05,161.40,169.25,166.611261879869881501,274519,2370,45737957.00,87209,31.77,8.65,7.85
30-June-2017,160.00,162.90,158.25,160.45,160.678291842552668834,154693,1292,24855807.00,45333,29.31,4.65,0.45
29-June-2017,162.05,164.05,160.50,161.50,162.541904944826859808,161401,1551,26234426.00,54367,33.68,3.55,-0.55
28-June-2017,159.00,162.20,155.00,160.95,159.055054054895019067,289243,2942,46005561.00,72140,24.94,7.20,1.95
27-June-2017,171.40,171.40,157.05,158.95,161.776455496850233692,314944,3352,50950524.00,87514,27.79,14.35,-12.45
23-June-2017,171.00,172.15,165.50,166.70,167.173319185102113685,198847,2523,33241913.00,51467,25.88,6.65,-4.30
22-June-2017,174.15,174.25,168.50,169.85,171.534366972163521511,175561,1997,30114745.00,59449,33.86,5.75,-4.30
21-June-2017,170.05,175.00,170.05,173.20,173.649863274283676138,235508,2560,40895932.00,62374,26.48,4.95,3.15
20-June-2017,168.95,172.65,168.80,171.00,171.388378412369326691,262391,2640,44970768.00,56429,21.51,3.85,2.05
19-June-2017,173.00,174.10,166.35,167.80,169.776542629298700259,299829,2470,50903931.00,104695,34.92,7.75,-5.20
16-June-2017,175.20,176.60,172.00,172.65,174.011592997811816192,228500,2612,39761649.00,81899,35.84,4.60,-2.55
15-June-2017,173.15,176.95,173.15,174.80,175.132218765293994266,228848,1687,40078658.00,68028,29.73,3.80,1.65
14-June-2017,175.45,176.70,172.25,174.40,174.553596822995461422,264400,2809,46151971.00,62649,23.69,4.45,-1.05
13-June-2017,179.00,182.10,174.05,175.45,179.001396835230031063,335759,3195,60101330.00,99253,29.56,8.05,-3.55
12-June-2017,183.10,183.40,177.10,179.30,180.962086533179668903,278529,2545,50403189.00,67481,24.23,6.30,-3.80
9-June-2017,184.40,186.30,181.45,183.10,183.765043087111767170,401048,3458,73698603.00,83482,20.82,4.85,-1.30
8-June-2017,183.00,186.55,180.60,184.35,184.458774018598921322,532504,4448,98225035.00,123604,23.21,5.95,1.35
7-June-2017,180.70,184.55,180.50,182.35,182.697649350275745714,590943,5082,107963897.00,131133,22.19,4.05,1.65
6-June-2017,176.00,181.35,171.40,179.45,178.008527340546971718,497576,4069,88572771.00,91045,18.30,9.95,3.45
5-June-2017,177.00,180.50,174.65,175.85,177.959287415725211236,306883,2767,54612680.00,89742,29.24,5.85,-1.15
2-June-2017,172.85,179.00,172.70,176.20,176.566564541432334385,446837,4298,78896474.00,97691,21.86,6.30,3.35
1-June-2017,167.00,174.40,165.45,171.95,171.829950613973340484,357996,3752,61514435.00,96641,26.99,8.95,4.95
31-May-2017,169.45,169.45,165.30,166.45,167.197084810210533296,135703,1678,22689146.00,44043,32.46,4.15,-3.00
30-May-2017,166.50,168.90,161.55,167.80,165.234008336694903859,185925,1942,30721133.00,45700,24.58,7.35,1.30
29-May-2017,168.80,168.80,161.50,162.95,165.085190724302071272,248736,2171,41062630.00,48101,19.34,7.30,-5.85
26-May-2017,170.25,172.70,167.05,167.95,169.360587840813260380,347441,3084,58842812.00,91733,26.40,5.65,-2.30
25-May-2017,163.70,171.50,163.00,170.25,167.824455392734826792,284976,2631,47825942.00,81474,28.59,8.50,6.55
24-May-2017,169.70,169.70,160.00,162.25,164.878420510912326292,333247,3086,54945239.00,97340,29.21,9.70,-7.45
23-May-2017,174.85,174.85,165.50,168.05,168.949577562957404657,318509,3371,53811961.00,70420,22.11,9.35,-6.80
22-May-2017,177.25,180.00,172.00,173.05,176.136061267037032573,331924,3034,58463786.00,115340,34.75,8.00,-4.20
19-May-2017,177.00,178.80,167.30,174.70,176.002121604547082695,254053,2358,44713867.00,47012,18.50,11.50,-2.30
18-May-2017,178.30,183.25,173.30,174.75,178.257738194217299859,547253,4821,97552082.00,100723,18.41,9.95,-3.55
17-May-2017,175.00,180.20,174.00,178.90,178.156092698978748553,598971,5107,106710333.00,136358,22.77,6.20,3.90
16-May-2017,164.95,177.85,161.00,175.05,173.309251185844481159,938150,9831,162590074.00,179999,19.19,16.85,10.10
15-May-2017,165.00,171.55,162.75,168.95,168.371321172386263290,330676,3225,55676355.00,79706,24.10,8.80,3.95
12-May-2017,170.85,171.00,165.00,165.75,167.103260598339023552,340643,2300,56922556.00,82605,24.25,6.00,-5.10
11-May-2017,177.95,177.95,170.00,170.85,173.801275220694614098,346293,2738,60186165.00,110946,32.04,7.95,-7.10
10-May-2017,178.35,178.80,175.05,176.20,176.230194635792643863,302822,2377,53366380.00,108688,35.89,3.75,-2.15
9-May-2017,177.50,181.70,175.00,178.10,178.614133994678520285,442734,3387,79078550.00,91698,20.71,6.70,0.60
8-May-2017,178.00,179.15,173.65,176.70,176.322846857250896158,391393,3773,69011528.00,83118,21.24,5.50,-1.30
5-May-2017,176.00,178.50,172.60,176.55,175.904991674277386983,452213,4212,79546524.00,100803,22.29,5.90,0.55
